id_file,text,tokens,con_id,resume
ENC_U_4537969540997593315,"estudiar, educados para proponer y crear un mejor país. ","['estudiar', ' educados', ' proponer', ' crear', ' mejor', ' pais']",9757,Autocuidado y Salud
ENC_U_4537969540997593315,formular proyectos dirigidos a la comunidad ,"['formular', ' proyectos', ' dirigidos', ' comunidad']",9759,Participacion
ENC_U_4537921010991518929,cuidar los bienes de todos,"['cuidar', ' bienes']",9764,Sustentabilidad Ambiental
ENC_U_4537918540992365676,ir a votar e informarme más,"['ir', ' votar', ' informarme', ' mas']",9767,Participacion
ENC_U_4537909400996017095,que venga un experto para educar a los jovenes de ed. cívica,"['venga', ' experto', ' educar', ' jovenes', ' ed', ' civica']",9769,Educación y autoeducación
ENC_U_4537909400996017095,ayudar a la comunidad de los adultos mayores para que se informen sobre el tema,"['ayudar', ' comunidad', ' adultos', ' mayores', ' informen', ' tema']",9771,Participacion
ENC_U_4537905150152160003,el respeto como herramienta fundamental del dialogo,"['respeto', ' herramienta', ' fundamental', ' dialogo']",9779,Reciprocidad-Redes
ENC_U_4537903090159860600,me comprometo a educar a la información.,"['comprometo', ' educar', ' informacion']",9785,Educación y autoeducación
ENC_U_4537897710155575262,mejor comprensión ,"['mejor', ' comprensión']",9791,Autocuidado y Salud
ENC_U_4537882380999133009,compartir información por redes sociales,"['compartir', ' informacion', ' redes', ' sociales']",9792,Protesta Social
ENC_U_4537882380999133009,ir a votar,"['ir', ' votar']",9794,Participacion
ENC_U_4537882380999133009,incorporarse más en iniciativas sociales,"['incorporarse', ' mas', ' iniciativas', ' sociales']",9796,Protesta Social
ENC_U_4537876281194895823,respetar diversidad de opiniones,"['respetar', ' diversidad', ' opiniones']",9799,Inclusión y Diversidad
ENC_U_4537876281194895823,dar lo mejor de si en nuestro trabajo y en los distintos roles,"['dar', ' mejor', ' si', ' trabajo', ' distintos', ' roles']",9800,Autocuidado y Salud
ENC_U_4537828831715895720,en apoyar el proceso de cambio que necesita para mejorar nuestra calidad de vida.,"['apoyar', ' proceso', ' cambio', ' necesita', ' mejorar', ' calidad', ' vida']",9805,Autocuidado y Salud
ENC_U_4537827424969078379,ir a votar es nuestro derecho,"['ir', ' votar', ' derecho']",9810,Participacion
ENC_U_4537802684966690929,contribuir en los diálogos ciudadanos,"['contribuir', ' dialogos', ' ciudadanos']",9811,Voluntariado
ENC_U_4537802684966690929,"trabajar para el bien común, fortaleciendo con la participación de nuestros familia, compañeros de trabajo y amigos.","['trabajar', ' bien', ' comun', ' fortaleciendo', ' participacion', ' familia', ' companeros', ' trabajo', ' amigos']",9813,Participacion
ENC_U_4537390457286311302,debemos ir a votar,"['debemos', ' ir', ' votar']",9814,Participacion
ENC_U_4537390457286311302,tenemos que cumplir la ley,"['cumplir', ' ley']",9816,Voluntariado
ENC_U_4537351487284255211,Ir a votar,"['ir', ' votar']",9820,Participacion
ENC_U_4537351487284255211,Cumplir nuestros deberes,"['cumplir', ' deberes']",9822,Voluntariado
ENC_U_4537344097287039987,votar,['votar'],9823,Participacion
ENC_U_4537344097287039987,cumplir la ley,"['cumplir', ' ley']",9824,Voluntariado
ENC_U_4537344097287039987,no crear violencia,"['crear', ' violencia']",9826,Combatir Delincuencia
ENC_U_4536142980615290227,involucrarse en la comunidad,"['involucrarse', ' comunidad']",9830,Participacion
ENC_U_4536138840614251706,ir a votar,"['ir', ' votar']",9834,Participacion
ENC_U_4536138840614251706,informarse para opinar,"['informarse', ' opinar']",9835,Educación y autoeducación
ENC_U_4536138840614251706,reunirse con la comunidad,"['reunirse', ' comunidad']",9836,Participacion
ENC_U_4536138840614251706,que las autoridades sean mas informativas,"['autoridades', ' mas', ' informativas']",9837,Confianza en las instituciones
ENC_U_4536122581715211165,mayor transparencia hacia los ciudadanos,"['mayor', ' transparencia', ' hacia', ' ciudadanos']",9838,Confianza en las instituciones
ENC_U_4536099682512731528,entregar educacion de calidad y vocación,"['entregar', ' educacion', ' calidad', ' vocacion']",9843,Educación y autoeducación
ENC_U_4536099682512731528,apoyar     conocimientos sociales.,"['apoyar', ' conocimientos', ' sociales']",9844,Protesta Social
ENC_U_4536099682512731528,cumplir con nuestro deber civico.,"['cumplir', ' deber', ' civico']",9847,Voluntariado
ENC_U_4536064430753123030,no apoyar delincuencia y drogadicción,"['apoyar', ' delincuencia', ' drogadicción']",9855,Combatir Delincuencia
ENC_U_4536064430753123030,escuchar y respetar a los vecinos,"['escuchar', ' respetar', ' vecinos']",9856,Inclusión y Diversidad
ENC_U_4535629370327437556,"informarme para tomar buenas decisiones al votar, ya sea por presidente , alcaldes, etc","['informarme', ' tomar', ' buenas', ' decisiones', ' votar', ' presidente', ' alcaldes', ' etc']",9862,Participacion
ENC_U_4535483740151532601,"informar a la comunidad de talleres, charlas, que puedan beneficiar a cada una de ellas.","['informar', ' comunidad', ' talleres', ' charlas', ' puedan', ' beneficiar', ' cada']",9866,Participacion
ENC_U_4535477460156871585,informarse,['informarse'],9873,Educación y autoeducación
ENC_U_4535477460156871585,educar a otros con nuestros conocimientos y empoderarlos de sus derechos,"['educar', ' conocimientos', ' empoderarlos', ' derechos']",9876,Educación y autoeducación
ENC_U_4535466070156888949,"siendo activo en los proceso: elecciones, participación en cualquier organización civil. ","['siendo', ' activo', ' proceso', ' elecciones', ' participacion', ' cualquier', ' organizacion', ' civil']",9878,Participacion
ENC_U_4535466070156888949,"organizarse, empatizar, darle continuidad a la participación en los procesos de demanda. ","['organizarse', ' empatizar', ' darle', ' continuidad', ' participacion', ' procesos', ' demanda']",9879,Participacion
ENC_U_4535463829326416965,"mejorar la calidad de vida familiar, invertir tiempo con la familia","['mejorar', ' calidad', ' vida', ' familiar', ' invertir', ' tiempo', ' familia']",9884,Autocuidado y Salud
ENC_U_4535459020157221361,entregar información adecuada,"['entregar', ' mejor', ' atencion']",9893,Autocuidado y Salud
ENC_U_4535459020157221361,generar conciencia (educar a la sociedad),"['generar', ' conciencia', ' educar', ' sociedad']",9895,Educación y autoeducación
ENC_U_4535458090155585639,que la educación no sea un negocio,"['educacion', ' negocio']",9900,Educación y autoeducación
ENC_U_4535458090155585639,parar la delincuencia.,"['parar', ' delincuencia']",9901,Combatir Delincuencia
ENC_U_4535457080151028890,"ser una buena persona, contribuir socialmente","['ser', ' buena', ' persona', ' contribuir', ' socialmente']",9906,Voluntariado
ENC_U_4535456100157214139,autocrítica y seguir participando,"['autocrítica', ' seguir', ' participando']",9907,Voluntariado
ENC_U_4535454590151636553,"tener una participación activa en los contextos a los cuales cada uno pertenece. proponer, cooperar.","['tener', ' participacion', ' activa', ' contextos', ' cuales', ' cada', ' pertenece', ' proponer', ' cooperar']",9912,Participacion
ENC_U_4535454590151636553,participación realista en virtud de las capacidades.,"['participacion', ' realista', ' virtud', ' capacidades']",9914,Participacion
ENC_U_4535452600152052217,empatía. mejorar la competencia.,"['empata', ' mejorar', ' competencia']",9920,Autocuidado y Salud
ENC_U_4535452600152052217,"mejorar la articulación, para satisfacer las necesidades de nuestros usuarios","['mejorar', ' articulación', ' satisfacer', ' necesidades', ' usuarios']",9922,Autocuidado y Salud
ENC_U_4535452600152052217,autocuidado en los funcionarios/ desarrollo de coaching,"['autocuidado', ' funcionarios', ' desarrollo', ' coaching']",9923,Autocuidado y Salud
ENC_U_4535449920159136875,apoyar las demandas realizadas por la ciudadania,"['apoyar', ' demandas', ' realizadas', ' ciudadania']",9930,Protesta Social
ENC_U_4535442900502809363,mejorar los hábitos alimenticios,"['mejorar', ' habitos', ' alimenticios']",9934,Autocuidado y Salud
ENC_U_4535438420159411024,contribuir a la sociedad,"['contribuir', ' sociedad']",9943,Voluntariado
ENC_U_4535436720155743385,generar instancias de preocupación. que vuelva el respeto derechos (...).,"['generar', ' instancias', ' preocupacion', ' vuelva', ' respeto', ' derechos']",9948,Reciprocidad-Redes
ENC_U_4535434370151261657,enseñar a nuestras generaciones educación cívica,"['enseñar', ' generaciones', ' educacion', ' civica']",9950,Educación y autoeducación
ENC_U_4535434370151261657,"informarse, exigir información","['informarse', ' exigir', ' informacion']",9951,Educación y autoeducación
ENC_U_4535408834121578245,contribuir con la normalidad del pais desarrollando sus actividades (...) de mi vida diaria.,"['contribuir', ' normalidad', ' pais', ' desarrollando', ' actividades', ' vida', ' diaria']",9958,Voluntariado
ENC_U_4535408834121578245,dentro de mi tiempo continuar con los espacios de actividades sociales que contribuyen a leyes de estabilización del país.,"['dentro', ' tiempo', ' continuar', ' espacios', ' actividades', ' sociales', ' contribuyen', ' leyes', ' estabilización', ' pais']",9961,Protesta Social
ENC_U_4535311120803973253,Eduardiana: mas participacion de los abuelito,"['eduardiana', ' mas', ' participacion', ' abuelito']",9962,Participacion
ENC_U_4535311120803973253,Iria: mas participación Viviana: Instruirse mas para entregar información fidedigna,"['iria', ' mas', ' participacion', ' viviana', ' instruirse', ' mas', ' entregar', ' informacion', ' fidedigna']",9966,Participacion
ENC_U_4535296891195956109,que la educación no sea negocio,"['educacion', ' negocio']",9968,Educación y autoeducación
ENC_U_4535296891195956109,ser activo participante de organizaciones sociales,"['ser', ' activo', ' participante', ' organizaciones', ' sociales']",9969,Protesta Social
ENC_U_4535296891195956109,apoyar a mis vecinos y mi comunidad menos centralismo y dar mas apoyo a regiones,"['apoyar', ' vecinos', ' comunidad', ' menos', ' centralismo', ' dar', ' mas', ' apoyo', ' regiones']",9971,Participacion
ENC_U_4535294421195243396,participación vecinal,"['participacion', ' vecinal']",9975,Participacion
ENC_U_4535281191194361922,buenos como contribuir para ayudar a solucionar los problemas. ,"['buenos', ' contribuir', ' ayudar', ' solucionar', ' problemas']",9978,Voluntariado
ENC_U_4535278521193020137,cumplir con mi deber cívico,"['cumplir', ' deber', ' civico']",9979,Voluntariado
ENC_U_4535278521193020137,educar a mi familia,"['educar', ' familia']",9980,Educación y autoeducación
ENC_U_4535276150777188321,"mayor empatía, sociabilidad y respeto, tanto en los diferentes generos, edades y niveles socioeconómicos","['mayor', ' empata', ' sociabilidad', ' respeto', ' diferentes', ' generos', ' edades', ' niveles', ' socioeconómicos']",9984,Reciprocidad-Redes
ENC_U_4535274710112532383,respetar a la autoridad y a los demás,"['respetar', ' autoridad', ' demas']",9989,Inclusión y Diversidad
ENC_U_4535274710112532383,colaborar con la autoridad en relación a no avalar la violencia ,"['colaborar', ' autoridad', ' relacion', ' avalar', ' violencia']",9990,Combatir Delincuencia
ENC_U_4535270840512977339,trabajar en proyectos en la comunidad,"['trabajar', ' proyectos', ' comunidad']",9998,Participacion
ENC_U_4535268121192216437,Respeto,['respeto'],10000,Reciprocidad-Redes
ENC_U_4535247481196979583,poder tener presencia de autoridades en estas reuniones.,"['poder', ' tener', ' presencia', ' autoridades', ' reuniones']",10011,Confianza en las instituciones
ENC_U_4535247481196979583,respetar las instancias de debate ,"['respetar', ' instancias', ' debate']",10012,Inclusión y Diversidad
ENC_U_4535243701194598398,Respetando a los que no me rodean.,"['respetando', ' rodean']",10016,Inclusión y Diversidad
ENC_U_4535232421199824348,elegir a buenas y responsables autoridades,"['elegir', ' buenas', ' responsables', ' autoridades']",10020,Confianza en las instituciones
ENC_U_4535232421199824348,ir a votar,"['ir', ' votar']",10021,Participacion
ENC_U_4535232421199824348,transparencia en rendiciones de cuentas en servicios públicos.,"['transparencia', ' rendiciones', ' cuentas', ' servicios', ' publicos']",10022,Confianza en las instituciones
ENC_U_4535215851196681206,Contribuir a la asociatividad,"['contribuir', ' asociatividad']",10025,Voluntariado
ENC_U_4535215851196681206,educar - servir,"['educar', ' servir']",10027,Educación y autoeducación
ENC_U_4535187580779811055,participación ciudadana,"['participacion', ' ciudadana']",10030,Participacion
ENC_U_4535187580779811055,respeto derechos de la ciudadania,"['respeto', ' derechos', ' ciudadania']",10031,Reciprocidad-Redes
ENC_U_4534532963024202290,no generar violencia entre comerciantes,"['generar', ' violencia', ' comerciantes']",10033,Combatir Delincuencia
ENC_U_4534532963024202290,"ayudar con nuestro alrededor, cuidar el parque limpiando","['ayudar', ' alrededor', ' cuidar', ' parque', ' limpiando']",10034,Sustentabilidad Ambiental
ENC_U_4534521853024666427,ayudamos a la limpieza del entorno y del parque cuidar las areas verde-,"['ayudamos', ' limpieza', ' entorno', ' parque', ' cuidar', ' areas', ' verde']",10041,Sustentabilidad Ambiental
ENC_U_4533622040151119537,fomentar el respeto al adulto(a) mayor,"['fomentar', ' respeto', ' adulto', ' mayor']",10045,Reciprocidad-Redes
ENC_U_4533619060159072018,"participación en instancias de la sociedad civil, como organizaciones vecinales, comunitarias, comunales, etc.","['participacion', ' instancias', ' sociedad', ' civil', ' organizaciones', ' vecinales', ' comunitarias', ' comunales', ' etc']",10048,Participacion
ENC_U_4533616280151683178,participación en la capacitación para la eventual nueva constitución.,"['participacion', ' capacitacion', ' eventual', ' nueva', ' constitucion']",10051,Participacion
ENC_U_4533118971878008993,participacion en debate y tolerancia,"['participacion', ' debate', ' tolerancia']",10055,Participacion
ENC_U_4533118971878008993,difundir información verídica y relevante para educar,"['difundir', ' informacion', ' verifica', ' relevante', ' educar']",10058,Educación y autoeducación
ENC_U_4532784271227534305,participar constantemente,"['participacion', ' comunitaria']",10060,Participacion
ENC_U_4532784271227534305,educación cívica autónoma,"['educacion', ' civica', ' autonoma']",10062,Educación y autoeducación
ENC_U_4532746031223998133,cumplir deber cívico ,"['cumplir', ' deber', ' civico']",10069,Voluntariado
ENC_U_4532746031223998133, cumplir obligaciones ,"['cumplir', ' obligaciones']",10072,Voluntariado
ENC_U_4532733741225133735,votar  por representantes del pueblo,"['votar', ' representantes', ' pueblo']",10074,Participacion
ENC_U_4532733741225133735,no ocasionar violencia,"['ocasionar', ' violencia']",10075,Combatir Delincuencia
ENC_U_4532708971226350662,votar,['votar'],10078,Participacion
ENC_U_4532708971226350662,respetar,['respetar'],10079,Inclusión y Diversidad
ENC_U_4532695160155886775,"como funcionarios publico, entregar mejor servicio y resolver los conflictos.","['funcionarios', ' publico', ' entregar', ' mejor', ' servicio', ' resolver', ' conflictos']",10085,Autocuidado y Salud
ENC_U_4532695160155886775,"ser más conscientes en nuestro medio como funcionarios, entregar una imagen aceptada para poder pedir lo mismo en otros.","['ser', ' mas', ' conscientes', ' medio', ' funcionarios', ' entregar', ' imagen', ' aceptada', ' poder', ' pedir', ' mismo']",10086,Sustentabilidad Ambiental
ENC_U_4532666122358560090,respeto,['respeto'],10091,Reciprocidad-Redes
ENC_U_4532589281521657886,aportando en instancias de participación,"['aportando', ' instancias', ' participacion']",10099,Participacion
ENC_U_4532162764221920441,votar,['votar'],10100,Participacion
ENC_U_4532162764221920441,respetar,['respetar'],10101,Inclusión y Diversidad
ENC_U_4532157624221348077,no crear violencia,"['crear', ' violencia']",10106,Combatir Delincuencia
ENC_U_4531993580773039781,contribuir con vecinos que necesiten de ayuda solidaria.,"['contribuir', ' vecinos', ' necesiten', ' ayuda', ' solidaria']",10112,Voluntariado
ENC_U_4531978558482441351,"trabajar, pagar todos los impuestos. Crear a mi hijo como yo quiero que sea el Chile del futuro.","['trabajar', ' pagar', ' impuestos', ' criar', ' hijo', ' quiero', ' chile', ' futuro']",10115,Trabajo
ENC_U_4531978558482441351,criar a mis hijos con empatía y tolerancia. Generar los cambios en nuestro trabajo como servidor público.,"['criar', ' hijos', ' empata', ' tolerancia', ' generar', ' cambios', ' trabajo', ' servidor', ' publico']",10116,Educación y autoeducación
ENC_U_4531978558482441351,enseñar a las nuevas generaciones el respeto x su prójimo. generar consciencia en las nuevas generaciones para fundamentar ideas e ideales.,"['enseñar', ' nuevas', ' generaciones', ' respeto', ' proximo', ' generar', ' consciencia', ' nuevas', ' generaciones', ' fundamentar', ' ideas', ' ideales']",10117,Reciprocidad-Redes
ENC_U_4531978558482441351,"fomentar en el equipo de trabajo empatía, escucharlos, tolerancia en las ideas, promover la tranquilidad.","['fomentar', ' equipo', ' trabajo', ' empata', ' escucharlos', ' tolerancia', ' ideas', ' promover', ' tranquilidad']",10118,Protesta Social
ENC_U_4531963571197748971,valores y respeto por la diversidad,"['valores', ' respeto', ' diversidad']",10120,Reciprocidad-Redes
ENC_U_4531963571197748971,contribuir al desarrollo del turismo con atención y productos de excelente  calidad,"['contribuir', ' desarrollo', ' turismo', ' atencion', ' productos', ' excelente', ' calidad']",10121,Voluntariado
ENC_U_4531956282353608836,presentarlos a votar.,"['presentarlos', ' votar']",10124,Participacion
ENC_U_4531869118143263185,trabajando,['trabajando'],10142,Trabajo
ENC_U_4531849148146045955,movilizandonos como ciudadanos para contribuir a mayores condiciones de vida de nuestras familia y nuestro entorno.,"['movilizandonos', ' ciudadanos', ' contribuir', ' mayores', ' condiciones', ' vida', ' familia', ' entorno']",10150,Voluntariado
ENC_U_4531849148146045955,organizarlos como vecino para tener mayor seguridad.,"['organizarlos', ' vecino', ' tener', ' mayor', ' seguridad']",10151,Combatir Delincuencia
ENC_U_4531849148146045955,educar desde nuestras propias casas.,"['educar', ' propias', ' casas']",10152,Educación y autoeducación
ENC_U_4531806190775182492,informarse,['informarse'],10154,Educación y autoeducación
ENC_U_4531795610528873168,mejorar el ingreso precipita de los chilenos,"['mejorar', ' ingreso', ' percata', ' chilenos']",10162,Autocuidado y Salud
ENC_U_4531791842116519706,participación informada,"['participacion', ' informada']",10165,Participacion
ENC_U_4531791842116519706,coeducación,"['auto', ' educacion']",10166,Educación y autoeducación
ENC_U_4531791842116519706,compartir en comunidad,"['compartir', ' comunidad']",10169,Participacion
ENC_U_4531743218484996171,tener mas conciencia medio ambiental,"['tener', ' mas', ' conciencia', ' medio', ' ambiental']",10170,Sustentabilidad Ambiental
ENC_U_4531743218484996171,"soy periodista, comunicar y educar a la gente.","['periodista', ' comunicar', ' educar', ' gente']",10172,Educación y autoeducación
ENC_U_4531724180808963422,respetar a los demás,"['respetar', ' demas']",10176,Inclusión y Diversidad
ENC_U_4531724180808963422,enseñar a las generaciones nuevas al respeto,"['enseñar', ' generaciones', ' nuevas', ' respeto']",10178,Reciprocidad-Redes
ENC_U_4531709611198851854,conversar en familia con los hijos sobre lo que está ocurriendo,"['conversar', ' familia', ' hijos', ' ocurriendo']",10180,Educación y autoeducación
ENC_U_4529656926314625787,impartir educación civica en el colegio y en la familia. ,"['impartir', ' educacion', ' civica', ' colegio', ' familia']",10187,Educación y autoeducación
ENC_U_4529435964962947350,igualdad,['igualdad'],10191,Erradicar violencia contra la Mujer
ENC_U_4529435964962947350,respeto,['respeto'],10192,Reciprocidad-Redes
ENC_U_4529424584966513490,respeto,['respeto'],10195,Reciprocidad-Redes
ENC_U_4529424584966513490,igualdad de condiciones,"['igualdad', ' condiciones']",10197,Erradicar violencia contra la Mujer
ENC_U_4529424584966513490,participación ciudadana,"['participacion', ' ciudadana']",10198,Participacion
ENC_U_4529424584966513490,transparencia,['transparencia'],10199,Confianza en las instituciones
ENC_U_4529389584968938084,mayor participación en las decisiones locales,"['mayor', ' participacion', ' decisiones', ' locales']",10206,Participacion
ENC_U_4529389584968938084,integración en organizaciones sociales,"['integracion', ' organizaciones', ' sociales']",10207,Protesta Social
ENC_U_4529388541411630336,no criticar en redes sociales.,"['criticar', ' redes', ' sociales']",10211,Protesta Social
ENC_U_4529388541411630336,ir a votar.,"['ir', ' votar']",10214,Participacion
ENC_U_4529381341194156490,participación ,['participacion'],10217,Participacion
ENC_U_4529365836111622534,plan regulador sea vinculante: participacion real ciudadana (participantes activos),"['plan', ' regulador', ' vinculante', ' participacion', ' real', ' ciudadana', ' participantes', ' activos']",10221,Participacion
ENC_U_4529365836111622534,educacion menor cantidad de alumnos por aula. mayor preocupacion en formacion pensamiento critico y no tanto en contenido,"['educacion', ' menor', ' cantidad', ' alumnos', ' aula', ' mayor', ' preocupacion', ' formacion', ' pensamiento', ' critico', ' contenido']",10222,Educación y autoeducación
ENC_U_4529362001195924691,impuestos: cuando compro,"['impuestos', ' compro']",10224,Trabajo
ENC_U_4529362001195924691,trabajando,['trabajando'],10225,Trabajo
ENC_U_4529318728805727570,"solicitud, de respeto, tranquilidad, paz","['solicitud', ' respeto', ' tranquilidad', ' paz']",10234,Reciprocidad-Redes
ENC_U_4526800660774184430,llamada a informarse,"['llamada', ' informarse']",10236,Educación y autoeducación
ENC_U_4526800660774184430,ir a votar,"['ir', ' votar']",10237,Participacion
ENC_U_4526757561195306579,Seguir sirviendo a chile,"['seguir', ' cultivando', ' abejas']",10252,Voluntariado
ENC_U_4526757561195306579,Mantenerme en zonas (sistema público de salud). Entregar conocimiento gratuito ,"['mantenerme', ' zonas', ' sistema', ' publico', ' salud', ' entregar', ' conocimiento', ' gratuito']",10254,Autocuidado y Salud
ENC_U_4526757561195306579,Seguir cultivando abejas,"['seguir', ' sirviendo', ' chile']",10255,Voluntariado
ENC_U_4526754991195410480,educar para generar emprendimientos. ,"['educar', ' generar', ' emprendimientos']",10257,Educación y autoeducación
ENC_U_4526754991195410480,no contaminar mi tierra ni mi ambiente. ,"['contaminar', ' tierra', ' ambiente']",10259,Sustentabilidad Ambiental
ENC_U_4526656513512563833,cumplir lo que se promete,"['cumplir', ' promete']",10263,Voluntariado
ENC_U_4526640758805240290,mayor participación ciudadana.,"['mayor', ' participacion', ' ciudadana']",10266,Participacion
ENC_U_4526640758805240290,"ecología, reciclar, movilizar y cuidar el medioambiente. ","['ecologia', ' reciclar', ' movilizar', ' cuidar', ' medioambiente']",10267,Sustentabilidad Ambiental
ENC_U_4526640758805240290,ir a votar.,"['ir', ' votar']",10269,Participacion
ENC_U_4526637618805623339,"Informar a la comunidad de lo que lo que se viene, constitución nuevas políticas","['informar', ' comunidad', ' viene', ' constitucion', ' nuevas', ' politicas']",10270,Participacion
ENC_U_4526540046116205498,fomentar la educación a todos los jóvenes desertores de los estudios,"['fomentar', ' educacion', ' jovenes', ' desertores', ' estudios']",10277,Educación y autoeducación
ENC_U_4525952004122176684,debatir con respeto y un trato amable,"['debatir', ' respeto', ' trato', ' amable']",10288,Reciprocidad-Redes
ENC_U_4525952004122176684,contribuir con normalidad,"['contribuir', ' normalidad']",10289,Voluntariado
ENC_U_4525747341191471973,unirse como agrupaciones en mejora de las necesidades de la comunidad,"['unirse', ' agrupaciones', ' mejora', ' necesidades', ' comunidad']",10290,Participacion
ENC_U_4525747341191471973,participación de distintos diálogos,"['participacion', ' distintos', ' dialogos']",10292,Participacion
ENC_U_4525746061195361218,"dar buenos ejemplos a la comunidad, dar como ayudar al prójimo ","['dar', ' buenos', ' ejemplos', ' comunidad', ' dar', ' ayudar', ' proximo']",10295,Participacion
ENC_U_4525745194412967300,restaurar la educación civica.,"['restaurar', ' educacion', ' civica']",10298,Educación y autoeducación
ENC_U_4525744371199013641,cuidar lo que tenemos (trabajar el reciclado) ,"['cuidar', ' trabajar', ' reciclado']",10303,Sustentabilidad Ambiental
ENC_U_4525743111197568309,educar con ejemplos de vida,"['educar', ' ejemplos', ' vida']",10308,Educación y autoeducación
ENC_U_4525726931193938600,"participación en juntas de vecinos, consejo ello del hospital, voluntariado, jornadas espirituales, etc.","['participacion', ' juntas', ' vecinos', ' consejo', ' ello', ' hospital', ' voluntariado', ' jornadas', ' espirituales', ' etc']",10318,Participacion
ENC_U_4525726931193938600,"cuidado de los espacios públicos por parte de toda la comunidad. no tirar basuras, no rayar paredes","['cuidado', ' espacios', ' publicos', ' parte', ' toda', ' comunidad', ' tirar', ' basuras', ' rayar', ' paredes']",10319,Participacion
ENC_U_4525726931193938600,"pagar impuestos aunque sea poco. no hacer trampas, no saltarse la filas cuando sean necesarias.","['pagar', ' impuestos', ' aunque', ' hacer', ' trampas', ' saltarse', ' filas', ' necesarias']",10320,Trabajo
ENC_U_4525725001196893850,"contribuyo con ser respetuoso, no quiero que se pierda el respeto en mi país.","['contribuyo', ' ser', ' respetuoso', ' quiero', ' pierda', ' respeto', ' pais']",10322,Reciprocidad-Redes
ENC_U_4525725001196893850,hacer el llamado a la gente a votar para elegir a nuestro/a mandatario,"['hacer', ' llamado', ' gente', ' votar', ' elegir', ' mandatario']",10324,Participacion
ENC_U_4525381838055476174,apoyo a los emprendedores mapuches (como comunidad),"['apoyo', ' emprendedores', ' mapuches', ' comunidad']",10329,Participacion
ENC_U_4525381838055476174,reunirse para mantener viva la cultura ancestral y transmitirla a través del tiempo ,"['reunirse', ' mantener', ' viva', ' cultura', ' ancestral', ' transmitirla', ' traves', ' tiempo']",10330,Cultura
ENC_U_4525381838055476174,luchar por la devolución de nuestras tierras usurpada para que el pueblo mapuche logre revitalizar con fuerza su cultura ,"['luchar', ' devolución', ' tierras', ' usurpada', ' pueblo', ' mapuche', ' logre', ' revitalizar', ' fuerza', ' cultura']",10331,Cultura
ENC_U_4525109151195585445,mejorar las playas,"['mejorar', ' playas']",10336,Autocuidado y Salud
ENC_U_4525107921192344652,"contribuir culturalmente a las comunidades, recuperar las lenguas, costumbres de nuestros ancestros","['contribuir', ' culturalmente', ' comunidades', ' recuperar', ' lenguas', ' costumbres', ' ancestros']",10339,Voluntariado
ENC_U_4525106451193131099,"participación, ciudadana en instancias vinculantes y organización","['participacion', ' ciudadana', ' instancias', ' vinculantes', ' organizacion']",10342,Participacion
ENC_U_4525104861197608234,enseñar a sus hijos buenos principios y valores para el futuro y ellos son el futuro de chile,"['enseñar', ' hijos', ' buenos', ' principios', ' valores', ' futuro', ' futuro', ' chile']",10344,Educación y autoeducación
ENC_U_4525104861197608234,cumplir con el deber civico,"['cumplir', ' deber', ' civico']",10345,Voluntariado
ENC_U_4525100371191418505,participación de las consultas ciudadanas,"['participacion', ' dialogos', ' ciudadanos']",10349,Participacion
ENC_U_4525100371191418505,participación en los dialogos ciudadanos,"['participacion', ' consultas', ' ciudadanas']",10350,Participacion
ENC_U_4525100371191418505,ir a votar o sufragar,"['ir', ' votar', ' sufragar']",10351,Participacion
ENC_U_4525100371191418505,informarse en reuniones asambleas,"['informarse', ' reuniones', ' asambleas']",10352,Educación y autoeducación
ENC_U_4524876814526050018,cumplir con los deberes cívicos,"['cumplir', ' deberes', ' cívicos']",10363,Voluntariado
ENC_U_4524876814526050018,"proponer soluciones, respetando los del resto","['proponer', ' soluciones', ' respetando', ' resto']",10364,Inclusión y Diversidad
ENC_U_4524376823129791438,manifestar con respeto las necesidades ,"['manifestar', ' respeto', ' necesidades']",10367,Reciprocidad-Redes
ENC_U_4524376823129791438,manteniendo la seguridad ,"['manteniendo', ' seguridad']",10369,Combatir Delincuencia
ENC_U_4524376823129791438,escuchando con respeto ,"['escuchando', ' respeto']",10370,Reciprocidad-Redes
ENC_U_4523962183297520260,votar de manera informada,"['votar', ' manera', ' informada']",10377,Participacion
ENC_U_4523962183297520260,informarse sobre actividades de mi junta de vecinos,"['informarse', ' actividades', ' junta', ' vecinos']",10380,Educación y autoeducación
ENC_U_4520737594524194387,educación en el hogar.,"['educacion', ' hogar']",10387,Educación y autoeducación
ENC_U_4520737594524194387,mas participación ciudadana.,"['mas', ' participacion', ' ciudadana']",10388,Participacion
ENC_U_4520714184529845909,reivindicación y aumento de la comunidad de la causa y los hechos relacionados al pueblo mapuche,"['reivindicación', ' aumento', ' comunidad', ' causa', ' hechos', ' relacionados', ' pueblo', ' mapuche']",10393,Participacion
ENC_U_4520714184529845909,motivar y ejercer la participación civica en nuestro pais,"['motivar', ' ejercer', ' participacion', ' civica', ' pais']",10396,Participacion
ENC_U_4520690154527796134,fortalecer organizaciones sociales,"['fortalecer', ' organizaciones', ' sociales']",10398,Protesta Social
ENC_U_4519942356582582317,promover y ser responsables ,"['promover', ' ser', ' responsables']",10409,Protesta Social
ENC_U_4519942356582582317,"ser agentes participativos en la comunidad, voluntariado y juntas de vecinos a las que pertenecemos","['ser', ' agentes', ' participativos', ' comunidad', ' voluntariado', ' juntas', ' vecinos', ' pertenecemos']",10410,Participacion
