id,date,init_time,end_time,location,address,comuna_id,n_members,group_name,valid
enc_u_4549282771191963793,2020-01-13 00:00:00,15:30:00,16:55:00,ucam,buenos aires ndeg1180,8111,9,usuarios de oficina movil de bienes nacionales,True
enc_u_4549283671195970939,2020-01-13 00:00:00,16:00:00,17:30:00,sede villa alto cocholgue,pablo neruda s/n,8111,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549284841194229386,2020-01-13 00:00:00,16:15:00,17:01:00,sede villa alto cocholgue,villa alto cocholgue,8111,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4549287051194567176,2020-01-13 00:00:00,16:15:00,18:00:00,tome,villa alto cocholgue,8111,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549289041195349850,2020-01-13 00:00:00,16:00:00,17:30:00,sede villa alto cochalgue,pablo neruda s/n,8111,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549289110719831756,2020-01-07 00:00:00,09:50:00,10:48:00,monumento manuel rodriguez ,monumento manuel rodriguez ,1,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549293241191339340,2020-01-13 00:00:00,16:10:00,17:15:00,sede colchane,villar alto cachalgue,8111,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549293251513444657,2020-01-15 00:00:00,16:20:00,17:10:00,sence,andres bello 792,9101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549294330715145218,2020-01-07 00:00:00,12:00:00,13:00:00,monumento manuel rodriguez,monumento manuel rodriguez,1,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549294601904227241,2020-01-15 00:00:00,15:30:00,17:00:00,departamento provincial biobio,caupokican s/n edificios publicos 3er. piso,8301,7,usuarios de oficina movil de bienes nacionales,True
enc_u_4549295460196180388,2020-01-14 00:00:00,19:30:00,00:00:00,escuela el arrayan /pichipelluco,avda pto montt s/n,10101,8,usuarios de oficina movil de bienes nacionales,True
enc_u_4549297170191109229,2020-01-10 00:00:00,19:53:00,22:00:00,sede alerce,alerce,10101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549298390194465446,2020-01-10 00:00:00,19:30:00,22:00:00,alerce norte,salvador zurita #15,10101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549301010715765595,2020-01-07 00:00:00,13:05:00,14:00:00,monumento manuel rodriguez,monumento manuel rodriguez,1,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549301215163842734,2020-01-15 00:00:00,15:12:00,15:55:00,cpf antofagasta,galleguillos lorca 1040,2101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549301691197493855,2020-01-09 00:00:00,15:00:00,16:40:00,sede los desparcho,los despachos san rosendo,8310,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549303584646506366,2020-01-14 00:00:00,16:30:00,18:30:00,escuela ddeg 17,angel brass ndeg 2545,15101,8,usuarios de oficina movil de bienes nacionales,True
enc_u_4549307121191048967,2020-01-09 00:00:00,15:18:00,16:40:00,sede social los despachos,sector los despachos / jjvv  buenuraqui ndeg4,8310,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549308345164104561,2020-01-15 00:00:00,15:10:00,16:05:00,casino personal cpf. antofagasta.,galleguillos lorca #1040,2101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549309124803490772,2020-01-12 00:00:00,21:00:00,22:30:00,casa particular,pinto #592,3201,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4549309211194585484,2020-01-09 00:00:00,15:00:00,16:40:00,junta de vecinos ndeg4,sector los despachos - san roberto,1,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549312831191609728,2020-01-09 00:00:00,10:30:00,12:25:00,sede turquia norte,sede turquia norte,8310,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549318075168518563,2020-01-15 00:00:00,15:10:00,16:03:00,cpf antofagasta,galleguillos lorca 1040,2101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549319451194300755,2020-01-09 00:00:00,10:45:00,12:30:00,turquia norte sede social ,turquia norte ,8310,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549321185165424636,2020-01-15 00:00:00,15:10:00,16:04:00,centro penitenciario femenino,galleguillos lorca #1040,2101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549325255161452308,2020-01-15 00:00:00,15:06:00,10:07:00,opf,galleguillos lorca 1040,2101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549327371197361054,2020-01-09 00:00:00,11:01:00,12:16:00,sede turquia norte,turquia marte s/n,8310,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549329771191681572,2020-01-09 00:00:00,11:00:00,12:24:00,sede turquia norte,turquia norte s,8310,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549331701193672688,2020-01-14 00:00:00,11:30:00,12:50:00,ucam chgte,san ignacio 176,8103,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4549856621191540043,2020-01-14 00:00:00,15:29:00,16:20:00,cesfam manuel rodriguez,luis flores s/n,3101,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4549859521199404826,2020-01-14 00:00:00,15:00:00,16:30:00,cesfam manuel rodriguez,luis flores s/n,3101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549861600715987466,2020-01-08 00:00:00,14:30:00,15:35:00,centro deportivo recreacional y culturas san pedro,avda 11 de septiembre,13504,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549862981193163702,2020-01-14 00:00:00,15:00:00,16:45:00,cesfam manuel rodriguez,luis flores s/n,3101,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4549864751195006629,2020-01-14 00:00:00,15:00:00,16:30:00,cesfam manuel rodriguez,luis flores s/n,3101,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4549865604424433515,2020-01-15 00:00:00,15:00:00,00:00:00,salon quinto piso direccion de seguridad ciudadana,bello ndeg510,9101,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4549866531198075370,2020-01-14 00:00:00,11:15:00,12:50:00,alto del carmen,casa de la cultura,3302,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549867911193884722,2020-01-14 00:00:00,15:30:00,17:00:00,cesfam m.rodriguez,luis flores s/n,3101,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4549873130715021110,2020-01-08 00:00:00,14:00:00,15:34:00,centro deportivo recreacional y culturas san pedro,avda once de septiembre,13504,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549877120711722669,2020-01-08 00:00:00,13:30:00,17:00:00,centro deportivo recreacional y cultural san pedro,avenida 11 de septiembre,13504,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549882960713833088,2020-01-09 00:00:00,11:50:00,12:55:00,sector de pataguas,camino al volcan ,13203,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549884579155298309,2020-01-15 00:00:00,16:00:00,00:00:00,cvt michaihue,calle nueva uno 954,8108,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4549888650712071937,2020-01-10 00:00:00,12:50:00,14:05:00,explanada al lado de carabineros,,13503,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549894750718875202,2020-01-10 00:00:00,11:40:00,12:40:00,explanada al lado de los carabineros,,13503,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549901359159419316,2020-01-15 00:00:00,16:00:00,17:15:00,cut michaihue,calle nueva # 964 michaihue,8108,7,usuarios de oficina movil de bienes nacionales,True
enc_u_4549901474325175785,2020-01-13 00:00:00,09:00:00,00:00:00,galeria quechereguas ,avenida quechereguas 1647,7304,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549904589155378932,2020-01-15 00:00:00,12:00:00,13:10:00,g.v.t. coronel,esmeralda 940 condominio adulto mayor,8102,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4549907149151788124,2020-01-15 00:00:00,12:00:00,13:10:00,condominio momentos encantadores,esmeralda 940,8102,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4549909249155723032,2020-01-15 00:00:00,12:00:00,13:00:00,cvt sol del ocaso,esmeralda 940,8102,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549932834967837276,2020-01-09 00:00:00,15:30:00,00:00:00,oficina seremi de la mujer y eg,varas 989,9101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549935190193756388,2020-01-12 00:00:00,20:05:00,21:25:00,cede del balneario huascal,jaime guzman,2101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549936571192419028,2020-01-13 00:00:00,15:30:00,17:30:00,comunidad luis chary bajo,km 9 camino a puerto la ----------.,1,10,usuarios de oficina movil de bienes nacionales,True
enc_u_4549937274805530109,2020-01-16 00:00:00,09:00:00,10:20:00,gobernacion provincial sala de reuniones,bernardo ohiggins s/n,10201,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4549937970195265082,2020-01-12 00:00:00,20:00:00,21:30:00,junta de vecinos balneario el huascar ,jaime guzman 06600,2101,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4549939561191143112,2020-01-13 00:00:00,15:30:00,17:30:00,"comunidad luis toro, chacay bajo",km 9 camino a  puerto saavedra,9102,19,usuarios de oficina movil de bienes nacionales,True
enc_u_4549939630197943036,2020-01-12 00:00:00,20:00:00,00:00:00,sede junta de vecinos balneario el huascar,2600,2101,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4549941570192607403,2020-01-12 00:00:00,19:00:00,21:00:00,junta de vecinos del huascar,venta de terreno,2101,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4549948598804987725,2020-01-15 00:00:00,15:55:00,17:45:00,sede pob. gustavo la paige,tocopilla  3150,2201,10,usuarios de oficina movil de bienes nacionales,True
enc_u_4549959814964423111,2019-12-20 00:00:00,09:45:00,12:00:00,obispado temuco,vicuna mackenna ndeg779,9101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549993841196071819,2020-01-10 00:00:00,10:15:00,11:30:00,salas de la iglesia catolica,mariano egana 1122 tome,8111,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4549995881195521091,2020-01-13 00:00:00,11:00:00,12:10:00,"comedor iglesia catolica, tome",mariano engana 1122 tome,8111,7,usuarios de oficina movil de bienes nacionales,True
enc_u_4549996024966076357,2020-01-13 00:00:00,15:30:00,17:30:00,rodriguez 1085 solari direccion del trabajo,rodriguez 1085.,9101,4,usuarios de oficina movil de bienes nacionales,True
enc_u_4549997800718156005,2020-01-14 00:00:00,10:20:00,11:40:00,centro cultural ,juan martinez 215 ,2104,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4549999391197577587,2020-01-15 00:00:00,11:00:00,12:50:00,casa adulto mayor aemes,chacabuco #3,16105,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4550002081192464902,2020-01-15 00:00:00,11:30:00,12:40:00,casa de adulto mayor,chacabuco ndeg3,8107,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550003443276410922,2020-01-16 00:00:00,10:00:00,13:00:00,direccion regional araucania corporacion de asistencia judicial ,"v. mackenna 952, piso 2, of. 2",9101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550003870715954567,2020-01-14 00:00:00,10:00:00,11:00:00,centro cultural,juan martinez 215,2104,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4550058944965659298,2020-01-15 00:00:00,09:49:00,10:43:00,biblioteca municipal,peitado ,1,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550060299322033600,2020-01-14 00:00:00,15:00:00,17:25:00,centro de apoyo para la integracion social,avenida prat 207,8101,7,usuarios de oficina movil de bienes nacionales,True
enc_u_4550067981198348627,2020-01-15 00:00:00,15:15:00,18:00:00,seremi desarrollo social,"a.pinto 442, tercer piso",8101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550069761194388836,2019-10-12 00:00:00,15:30:00,18:15:00,oficina seremi de la mujer,ohiggins 940 oficina 301,8101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550071351196072208,2019-12-12 00:00:00,00:00:15,00:00:00,salon de reuniones junji,,8101,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4550072841192485244,2019-12-13 00:00:00,10:00:00,00:00:00,rengo 476 remodelacion catedral concepcion,,8101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550074591191507690,2019-12-17 00:00:00,10:00:00,11:20:00,pf turismo penco,penco #90,8107,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4550078501194302398,2019-12-17 00:00:00,10:30:00,00:00:00,oficina de turismo i municipalidad de penco,,8107,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4550082051193106312,2019-12-17 00:00:00,15:20:00,16:30:00,oficina junji,rengo 470 2do piso,8101,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4550090231193131529,2019-12-18 00:00:00,16:30:00,18:30:00,,,1,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4550095594427390515,2020-01-16 00:00:00,10:00:00,12:30:00,salon quinto piso direccion seguridad ciudadana ,bello 510,9101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550098853562699523,2020-01-15 00:00:00,15:00:00,17:30:00,oficina,eberhard 417,12401,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550099029154823593,2020-01-16 00:00:00,10:30:00,11:40:00,sede union comunal de jjvv,colonia 815,10307,7,usuarios de oficina movil de bienes nacionales,True
enc_u_4550104701192999199,2019-12-18 00:00:00,10:15:00,12:00:00,casa de la mujer,castellanos 171,8313,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550106531198790893,2019-12-18 00:00:00,11:00:00,12:00:00,casa de la mujer,sin informacion,8313,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550109161333174410,2019-12-27 00:00:00,15:09:00,17:52:00,sede social punitaqui,caupolican con las rojas #s/n,4304,8,usuarios de oficina movil de bienes nacionales,True
enc_u_4550114019222203679,2020-01-16 00:00:00,10:40:00,00:00:00,bandera 46,gore,13101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550115711191550447,2019-12-30 00:00:00,10:00:00,00:00:00,oficina seremi regional del bio bio,"ohiggins 940, oficina 301",8101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550116009225279960,2020-01-16 00:00:00,10:50:00,12:50:00,gobierno  rey.nnul,bandera #46,13101,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4550116499152152596,2020-01-16 00:00:00,10:30:00,11:30:00,cede uchm,colon 815,10307,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4550117779221926879,2020-01-16 00:00:00,10:40:00,12:40:00,core,banana no46,13101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550119011195545249,2020-01-08 00:00:00,10:30:00,00:00:00,oficina seremi de la mujer,o'higgins 940 of 301,8101,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4550119649223829774,2020-01-16 00:00:00,10:40:00,00:00:00,gobierno metropolitano,bandera 46,13101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550123341197836610,2020-01-15 00:00:00,00:00:00,00:00:00,salon cmpc,av. la cruz sin numero,8306,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550123659153126769,2020-01-16 00:00:00,10:30:00,12:00:00,union comunal junta de vecinos,colon,10307,7,usuarios de oficina movil de bienes nacionales,True
enc_u_4550125971196886192,2020-01-15 00:00:00,10:48:00,12:23:00,salon de eventos cmpc,av. la cruz s/n,1,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4550127641199870844,2020-01-15 00:00:00,10:40:00,00:00:00,salon cmpc,,1,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550128398806908879,2020-01-15 00:00:00,13:20:00,14:15:00,junta de vecinos ines de suarez. ,ralun,2201,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4550131461195783701,2020-01-15 00:00:00,10:48:00,00:00:00,salon de eventos cmpc,av la cruz  # 1048,8306,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550134089151704024,2020-01-16 00:00:00,10:30:00,11:40:00,san pablo ,colon 815,10307,10,usuarios de oficina movil de bienes nacionales,True
enc_u_4550135611338042333,2020-01-14 00:00:00,15:48:00,18:00:00,carrera 1710 piso 1,carrera 1701 piso 1,2101,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4550136469153080761,2020-01-11 00:00:00,17:50:00,19:10:00,sede conjunto forclorico adultos mayores anoranzas,atacama 1051,3101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550136814967580140,2020-01-16 00:00:00,11:00:00,13:45:00,"localidad cartago, pemuco",cartago s/n,16105,8,usuarios de oficina movil de bienes nacionales,True
enc_u_4550138849152218273,2020-01-11 00:00:00,17:50:00,19:10:00,sede conjunto floclorico adultos mayore4s anoranzas,atacama 1051,3101,4,usuarios de oficina movil de bienes nacionales,True
enc_u_4550141209153548243,2020-01-11 00:00:00,17:50:00,19:10:00,sede conjunto folclorico adultos mayores anoranzas,atacama 1051,3101,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4550141410512358056,2020-01-03 00:00:00,19:00:00,21:00:00,casa particular,geronimo costa #2998 el copihue,4101,10,usuarios de oficina movil de bienes nacionales,True
enc_u_4550142261337782727,2020-01-14 00:00:00,15:30:00,18:00:00,edificio corfo piso1,jose miguel carrera piso 1,2101,7,usuarios de oficina movil de bienes nacionales,True
enc_u_4550142689151943549,2020-01-16 00:00:00,10:30:00,11:30:00,sede union comunal junta de vecinos,colon 815 ,10307,10,usuarios de oficina movil de bienes nacionales,True
enc_u_4550143450512706698,2020-01-06 00:00:00,10:30:00,13:30:00,estadio diaguitas de ovalle,"la chimba s/n , ovalle",4301,10,usuarios de oficina movil de bienes nacionales,True
enc_u_4550145470517469989,2020-01-06 00:00:00,10:30:00,13:30:00,estadio diaguita,avda la chimba,4301,10,usuarios de oficina movil de bienes nacionales,True
enc_u_4550146509156619561,2020-01-16 00:00:00,10:30:00,12:14:00,sede comunal san pablo,colon 815,10307,10,usuarios de oficina movil de bienes nacionales,True
enc_u_4550147348509158984,2020-01-15 00:00:00,16:25:00,18:10:00,sede sector el aromo junta de vecino,sector el aromo comuna de trehuaco,1,10,usuarios de oficina movil de bienes nacionales,True
enc_u_4550149489155804836,2020-01-16 00:00:00,10:00:00,12:00:00,union comuna junta de vecinos ,colon 815,10307,7,usuarios de oficina movil de bienes nacionales,True
enc_u_4550150132353577458,2020-01-10 00:00:00,22:30:00,12:30:00,,ejercito 375,1,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550153058509012428,2020-01-15 00:00:00,16:00:00,18:15:00,sector el ceramo comuna trehuaco,gonzalo nava,1,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4550153333293542327,2020-01-16 00:00:00,10:30:00,12:30:00,parroquial nuestra sra de loreto,miguel lemeur s/n,3103,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550156681198788220,2020-01-15 00:00:00,10:48:00,00:00:00,pasaje luis cruz martinez 015,poblacion silva enriquez ,8306,37549432,usuarios de oficina movil de bienes nacionales,True
enc_u_4550156690519531716,2020-01-09 00:00:00,13:00:00,14:00:00,camping altovalsol ,canaveral altovalsol  ,4101,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4550158971197720497,2020-01-15 00:00:00,10:50:00,12:03:00,salon de evento empc,av la cruz s/n,8306,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4550162539228866183,2020-01-15 00:00:00,18:00:00,19:00:00,sede social,sargento aldea 630,13125,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550167460519628353,2020-01-09 00:00:00,11:30:00,13:00:00,carlos condell 307 sede social 21 de mayo,carlos condell 307 sede social 21 de mayo,4301,7,usuarios de oficina movil de bienes nacionales,True
enc_u_4550171570515987486,2020-01-09 00:00:00,12:00:00,14:00:00,sede 21 de mayo,carlos condell,4301,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4550173934803513765,2020-01-16 00:00:00,16:30:00,18:00:00,club adulto mayor las abejitas,lsla negra,5601,10,usuarios de oficina movil de bienes nacionales,True
enc_u_4550180140512687225,2020-01-09 00:00:00,11:00:00,14:00:00,junta de vecino pob 21 de mayo,carlos condell 307 pob 21 de mayo,4301,9,usuarios de oficina movil de bienes nacionales,True
enc_u_4550188981197124016,2020-01-15 00:00:00,14:50:00,16:15:00,salon de concejo municipald e negrete,alberto molles #293,8307,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550190731192101021,2020-01-15 00:00:00,14:50:00,16:13:00,salon de consejo municipal negrete.,alberto moller 293,8307,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550191981198806243,2020-01-15 00:00:00,14:50:00,16:20:00,salon de consejo municipalidad negrete,alberto moller 293,8307,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4550193291198150951,2020-01-15 00:00:00,14:50:00,16:03:00,salon de consejo municipalidad de negrete,alberto moller #293,8307,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4550194971197866571,2020-01-15 00:00:00,14:50:00,16:03:00,salon de consega negrete ,alberto moyer 293,8307,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4550196561567280070,2020-01-16 00:00:00,14:00:00,16:00:00,oficina defensa laboral valdivia,caupolican 175,14101,7,usuarios de oficina movil de bienes nacionales,True
enc_u_4550196871198897905,2020-01-15 00:00:00,14:50:00,16:15:00,alberto moller salon municipal ,alberto moller 293,8307,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4550198931198371786,2020-01-15 00:00:00,10:40:00,00:00:00,esc. el saber,sanr martin #480,8306,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4550200611195848777,2020-01-15 00:00:00,10:40:00,12:20:00,escuela el saber,san martin 480,8306,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550202651197504981,2020-01-15 00:00:00,10:40:00,12:11:00,"comedor escuela el saber, nacimiento",,8306,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550204091192182999,2020-01-15 00:00:00,10:40:00,12:11:00,comedor escuela el sabor ,san martin ndeg480,8306,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4550206211192839796,2020-01-16 00:00:00,11:40:00,00:00:00,auditorio dideco muni coronel,sargento aldea 101,8102,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4550208041198790977,2020-01-16 00:00:00,11:40:00,13:04:00,auditorio dideco,sargento aldea # 101,8102,7,usuarios de oficina movil de bienes nacionales,True
enc_u_4550209371194294343,2020-01-16 00:00:00,11:40:00,12:56:00,auditorio dideco municipalidad de coronel,sargento aldea 201,8102,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550246435616622081,2020-01-14 00:00:00,19:00:00,21:00:00,escuela ddeg 17,,15101,8,usuarios de oficina movil de bienes nacionales,True
enc_u_4550352172229086127,2020-01-19 00:00:00,18:30:00,20:15:00,,antonio caras 581,13401,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4550716978692200741,2020-01-15 00:00:00,15:30:00,17:45:00,direccion regional de pesca y acuicultura,avd. videla 340 coquimbo,4102,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4550719294801071678,2020-01-16 00:00:00,16:00:00,17:50:00,casa particular,pasaje manuel rodriguez 1141 - b,2201,8,usuarios de oficina movil de bienes nacionales,True
enc_u_4550722688697581832,2020-01-16 00:00:00,15:30:00,17:00:00,sede caleta el sauce,caleta el sauce,4301,8,usuarios de oficina movil de bienes nacionales,True
enc_u_4550728522216973399,2020-01-13 00:00:00,19:00:00,21:00:00,punitaqui,calle s/n,4304,7,usuarios de oficina movil de bienes nacionales,True
enc_u_4550738438806151874,2020-01-16 00:00:00,18:00:00,19:30:00,casa amiga,ramirez #430,10201,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4550742761903459882,2020-01-15 00:00:00,15:30:00,00:00:00,casa particular,avenida la concepcion 3487,15101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550742874962235244,2020-01-15 00:00:00,15:00:00,17:54:00,salon reuniones gobernacion,,2201,9,usuarios de oficina movil de bienes nacionales,True
enc_u_4550745194966593525,2020-01-15 00:00:00,16:30:00,18:15:00,centro astronomico municipalidad s.gorda ,jaime guzman,2103,7,usuarios de oficina movil de bienes nacionales,True
enc_u_4550749174123492365,2020-01-14 00:00:00,21:35:00,23:05:00,terminal de buses l- 2 quellon,,10208,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4550755902219790403,2020-01-14 00:00:00,19:30:00,21:25:00,sede social shan -grita,almirante latorre ndeg147 sector shan-grita,4102,10,usuarios de oficina movil de bienes nacionales,True
enc_u_4550757004964995488,2020-01-16 00:00:00,11:30:00,00:00:00,centro cultura de taltal,prat s/n,2104,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550757762215196425,2020-01-15 00:00:00,21:00:00,22:45:00,sede social pablo neruda ,marta brunet sn tongoy,4101,15,usuarios de oficina movil de bienes nacionales,True
enc_u_4550758678506987965,2020-01-16 00:00:00,15:00:00,16:40:00,sala de reuniones numero 1060,avenida obama numero 1060 coyhaique,1,7,usuarios de oficina movil de bienes nacionales,True
enc_u_4550762484123713891,2020-01-14 00:00:00,21:40:00,23:10:00,terminal de busesl-2 quellon,san antonio s/n ,10208,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4550762942218651879,2020-01-15 00:00:00,11:15:00,13:15:00,museo ,,4101,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4550773035353831070,2020-01-16 00:00:00,16:00:00,16:45:00,oficina local natales,pedro montt ndeg19,12401,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550782744968081110,2020-01-16 00:00:00,13:30:00,15:00:00,sede social los cisnes,arturo prat s/n,9116,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4550786242819850815,2020-01-14 00:00:00,10:40:00,11:20:00,union comunal junta vecinos copiapo,chacabuco 846,3101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550787794963295343,2020-01-16 00:00:00,13:30:00,15:00:00,sede social los cisnes,arturo prat s/n,9116,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4550800812354186018,2020-01-16 00:00:00,13:00:00,15:30:00,cede del adulto mayor brisas de champa,hurneos,13404,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550802932358011765,2020-01-16 00:00:00,15:00:00,15:55:00,cede adulto mayor,huemeos,13404,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550803064119796090,2020-01-14 00:00:00,14:30:00,16:30:00,sede pichihue,sector pichihue,1,8,usuarios de oficina movil de bienes nacionales,True
enc_u_4550805882359802126,2020-01-16 00:00:00,13:30:00,14:45:00,plaza chanro,"""",13404,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550810722359233011,2020-01-10 00:00:00,13:13:00,15:30:00,sede social,,1,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550811044311151190,2020-01-16 00:00:00,10:30:00,12:20:00,cesfam san isidro calingasta,18 de septiembre- calingasta,4106,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4550811289484610631,2019-12-16 00:00:00,11:00:00,13:00:00,ministerio de obras publicas,"cirujano videla ndeg200, la serena",4101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550813484317619724,2020-01-16 00:00:00,10:30:00,12:15:00,centro de salud familiar,18 de septiembre ,4106,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4550816084117673444,2020-01-16 00:00:00,18:20:00,00:00:00,recrea arica,sagra 357,15101,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4550817112358131433,2020-01-16 00:00:00,12:30:00,13:30:00,plaza chango,,13404,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550819092351732036,2020-01-16 00:00:00,13:30:00,15:30:00,plaza chapa,,13404,5,usuarios de oficina movil de bienes nacionales,True
